scenario,method,seed,completed,failed,valid_for_paper,has_sentinel,has_zero_recovery_anomaly,path,selection_score,min_recovery_ratio,critical_load_recovery_ratio,communication_recovery_ratio,power_recovery_ratio,road_recovery_ratio,constraint_violation_rate_eval,invalid_action_rate_eval,wait_hold_usage_eval,mean_progress_delta_eval,eval_success_rate,safety_capacity_index,candidate_source,selected_candidate_id,fallback_used,fallback_reason,validation_status,rejection_reason,score_components
resource_moderate,ablation_fixed_global,42,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/ablation_fixed_global__seed42.json,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.6360897521177927,0.8005076150099436,0.5891944567362467,0.0,0.0,0.35,0.004767328252394994,0.0,0.8244499415159225,noop_fallback,r2_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.3455287645061811, ""stability_adjusted_selection_score"": 0.3455287645061811, ""recovery_adjusted_selection_score"": 0.3455287645061811, ""round_delta_summary"": {""delta_selection_score"": 0.0, ""delta_min_recovery_ratio"": 0.0, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 0.0, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,ablation_fixed_global,43,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/ablation_fixed_global__seed43.json,0.3500820246736209,0.5892994999885559,0.9273271262645721,0.6361948053042094,0.8173059423764547,0.5892994999885559,0.0,0.0,0.35,0.004879288872083029,0.0,0.8308193191885949,noop_fallback,r3_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.3500820246736209, ""stability_adjusted_selection_score"": 0.3373805046308041, ""recovery_adjusted_selection_score"": 0.3373805046308041, ""round_delta_summary"": {""delta_selection_score"": 0.0019601306716601208, ""delta_min_recovery_ratio"": 0.00010504325230920042, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 12.74072265625, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,ablation_fixed_global,44,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/ablation_fixed_global__seed44.json,0.33487092598279317,0.5890894134839376,0.8667135834693909,0.6359846989313761,0.7879340251286825,0.5890894134839376,0.0,0.0,0.35,0.004683092733224232,0.0,0.809531048933665,noop_fallback,r3_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.33487092598279317, ""stability_adjusted_selection_score"": 0.33292536934216815, ""recovery_adjusted_selection_score"": 0.33292536934216815, ""round_delta_summary"": {""delta_selection_score"": -0.013806523044904095, ""delta_min_recovery_ratio"": -0.0001050432523090894, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 1.945556640625, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,baseline_rl,42,True,False,True,False,False,outputs/resource_constrained_validation_20260418_final/baseline_rl__engineered__benchmark_resource_constrained_presets__seed42.json,0.2416836268040869,0.47111110885938,0.5893226563930511,0.47111110885938,0.5410213967164358,0.4768987447023392,0.0,0.0,0.4666666666666667,0.0016342616743511,0.0,0.6711518178383509,provenance_unavailable,,,,unknown,,
resource_moderate,baseline_rl,43,True,False,True,False,False,outputs/resource_constrained_validation_20260418_final/baseline_rl__engineered__benchmark_resource_constrained_presets__seed43.json,0.252790109720495,0.4130252599716186,0.6799654066562653,0.5244219054778417,0.5872291227181753,0.4130252599716186,0.0,0.0,0.2,0.002421325776312,0.0,0.6825467333197593,provenance_unavailable,,,,unknown,,
resource_moderate,baseline_rl,44,True,False,True,False,False,outputs/resource_constrained_validation_20260418_final/baseline_rl__engineered__benchmark_resource_constrained_presets__seed44.json,0.2101900457276238,0.4111110965410868,0.6980911095937093,0.47111110885938,0.5853524605433146,0.4111110965410868,0.1333333333333333,0.1333333333333333,0.1111111111111111,0.0013964460955725,0.0,0.6482207721471787,provenance_unavailable,,,,unknown,,
resource_moderate,full_outer_loop,42,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/full_outer_loop__seed42.json,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.6360897521177927,0.8005076150099436,0.5891944567362467,0.0,0.0,0.35,0.004767328252394994,0.0,0.8244499415159225,noop_fallback,r2_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.3455287645061811, ""stability_adjusted_selection_score"": 0.3455287645061811, ""recovery_adjusted_selection_score"": 0.3455287645061811, ""round_delta_summary"": {""delta_selection_score"": 0.0, ""delta_min_recovery_ratio"": 0.0, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 0.0, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,full_outer_loop,43,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/full_outer_loop__seed43.json,0.3500820246736209,0.5892994999885559,0.9273271262645721,0.6361948053042094,0.8173059423764547,0.5892994999885559,0.0,0.0,0.35,0.004879288872083029,0.0,0.8308193191885949,noop_fallback,r3_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.3500820246736209, ""stability_adjusted_selection_score"": 0.3373805046308041, ""recovery_adjusted_selection_score"": 0.3373805046308041, ""round_delta_summary"": {""delta_selection_score"": 0.0019601306716601208, ""delta_min_recovery_ratio"": 0.00010504325230920042, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 12.74072265625, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,full_outer_loop,44,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/full_outer_loop__seed44.json,0.33487092598279317,0.5890894134839376,0.8667135834693909,0.6359846989313761,0.7879340251286825,0.5890894134839376,0.0,0.0,0.35,0.004683092733224232,0.0,0.809531048933665,noop_fallback,r3_backstop,True,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{""selection_score"": 0.33487092598279317, ""stability_adjusted_selection_score"": 0.33292536934216815, ""recovery_adjusted_selection_score"": 0.33292536934216815, ""round_delta_summary"": {""delta_selection_score"": -0.013806523044904095, ""delta_min_recovery_ratio"": -0.0001050432523090894, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 1.945556640625, ""delta_wait_hold_usage_eval"": 0.0}}"
resource_moderate,single_shot_llm,42,True,False,True,False,False,paper_repair_results_final_v4/raw_runs/resource_moderate/single_shot_llm__seed42.json,0.3455287645061811,0.5891944567362467,0.9092339475949606,0.6360897521177927,0.8005076150099436,0.5891944567362467,0.0,0.0,0.35,0.004767328252394994,0.0,0.8244499415159225,noop_fallback,r1_backstop,True,,valid,constraint_violation_not_allowed|invalid_action_not_allowed|no_final_progress_and_not_late_stage|resource_sustainability_collapse,"{""selection_score"": 0.3455287645061811, ""stability_adjusted_selection_score"": -0.23951201518416398, ""recovery_adjusted_selection_score"": -0.23951201518416398, ""round_delta_summary"": {""delta_selection_score"": 0.3455287645061811, ""delta_min_recovery_ratio"": 0.5891944567362467, ""delta_constraint_violation_rate_eval"": 0.0, ""delta_invalid_action_rate_eval"": 0.0, ""delta_lipschitz_mean"": 521.9513549804688, ""delta_wait_hold_usage_eval"": 0.35}}"
